FIR_REG_NUM,CHARGESHEET_OR_NOT,CHARGESHEET_DT,FR_TYPE,COURT_DISPOSAL,DISPOSAL_DT
UP2023003600119,Y,2024-04-19,,Pending Trial,
UP2024031200194,N,2025-06-06,C-Summary,,
UP2025038300182,Y,2025-04-14,,,
UP2024043300152,N,2024-12-13,A-Summary,,
UP2025106500194,N,2026-04-26,A-Summary,,
UP2024104900256,N,2025-08-01,B-Summary,,
UP2023055000211,N,2024-04-05,B-Summary,,
UP2025011000138,N,2025-09-11,C-Summary,,
UP2024043600124,Y,2024-04-30,,,
UP2023118100111,N,2024-01-24,A-Summary,,
UP2023096800106,Y,2023-07-15,,Pending Trial,
UP2025002400208,Y,2026-01-20,,,
UP2024109600267,Y,2025-02-06,,,
UP2024121700272,N,2025-01-23,A-Summary,,
UP2024056900329,Y,2025-01-02,,Pending Trial,
UP2025139900428,N,2025-09-10,B-Summary,,
UP2023108600167,Y,2024-02-11,,,
UP2024057500296,N,2024-08-18,A-Summary,,
UP2023069300145,N,2024-11-16,A-Summary,,
UP2025074100238,Y,2025-12-15,,,
UP2023054000166,N,2024-01-30,C-Summary,,
UP2025143400054,N,2026-04-04,A-Summary,,
UP2024141600078,N,2025-01-18,B-Summary,,
UP2025105000352,N,2025-08-02,C-Summary,,
UP2023035000100,Y,2023-08-03,,Acquitted,2024-01-26
UP2024110700246,Y,2024-07-21,,Pending Trial,
UP2025074300242,Y,2026-03-27,,Pending Trial,
UP2024069700097,N,2025-07-17,A-Summary,,
UP2024149600282,N,2024-05-19,A-Summary,,
UP2025044900199,N,2026-06-30,B-Summary,,
UP2023020300194,N,2024-03-08,A-Summary,,
UP2025085300243,Y,2025-09-22,,Pending Trial,
UP2023014100118,N,2023-12-07,B-Summary,,
UP2025056700208,N,2026-06-10,A-Summary,,
UP2025115000257,N,2025-06-22,B-Summary,,
UP2024036900049,N,2025-06-07,A-Summary,,
UP2025002000213,N,2025-12-03,A-Summary,,
UP2025096600132,N,2025-04-22,B-Summary,,
UP2024025400148,N,2025-07-05,B-Summary,,
UP2023141800073,N,2023-11-03,B-Summary,,
UP2023000500153,N,2024-08-09,A-Summary,,
UP2023062400084,Y,2024-04-02,,,
UP2025056900365,N,2025-11-01,B-Summary,,
UP2025004500322,Y,2025-04-20,,Pending Trial,
UP2024121200313,N,2025-06-01,C-Summary,,
UP2024017700046,Y,2024-09-03,,Pending Trial,
UP2023110600212,N,2024-03-14,A-Summary,,
UP2024126000148,N,2025-07-21,B-Summary,,
UP2023077000179,Y,2023-07-18,,,
UP2024079800141,Y,2024-05-07,,Pending Trial,
UP2024075500073,Y,2024-09-16,,Pending Trial,
UP2025125800158,N,2026-06-06,C-Summary,,
UP2023053900182,N,2023-09-01,B-Summary,,
UP2024002900181,Y,2024-07-13,,,
UP2025148000469,Y,2025-07-08,,Pending Trial,
UP2025133100302,N,2026-06-30,A-Summary,,
UP2023118700133,Y,2023-11-17,,Pending Trial,
UP2024129100060,Y,2025-01-29,,,
UP2025113400060,N,2025-12-16,B-Summary,,
UP2023069200139,N,2024-03-03,B-Summary,,
UP2024108400219,N,2025-11-03,A-Summary,,
UP2025117200136,N,2025-11-09,A-Summary,,
UP2024027100126,N,2025-04-25,B-Summary,,
UP2025094900239,Y,2025-10-02,,,
UP2024132100018,Y,2024-09-01,,,
UP2025108700205,Y,2026-05-07,,,
UP2023051300201,N,2024-10-16,B-Summary,,
UP2024020200243,N,2025-01-24,B-Summary,,
UP2024073800192,N,2025-03-04,A-Summary,,
UP2025050600276,Y,2025-05-25,,Acquitted,2025-09-22
UP2025122400219,Y,2025-12-27,,,
UP2025143800369,Y,2025-05-01,,Pending Trial,
UP2023055700219,Y,2024-05-21,,Pending Trial,
UP2023083300101,N,2023-09-18,B-Summary,,
UP2025056600353,N,2025-12-01,C-Summary,,
UP2025090500061,N,2026-03-17,A-Summary,,
UP2025053300344,Y,2025-10-28,,Pending Trial,
UP2023020100212,Y,2023-06-27,,,
UP2025003900227,N,2025-12-08,C-Summary,,
UP2024094300142,N,2025-06-12,C-Summary,,
UP2024144500213,N,2024-11-14,A-Summary,,
UP2025113200182,Y,2025-09-02,,Acquitted,2026-06-30
UP2023129300040,Y,2023-05-01,,Pending Trial,
UP2023133100195,Y,2024-02-27,,Acquitted,2024-07-28
UP2023135400021,N,2023-04-11,A-Summary,,
UP2025148600294,N,2025-08-31,A-Summary,,
UP2023085300121,N,2023-12-24,C-Summary,,
UP2023048600023,Y,2023-03-10,,Pending Trial,
UP2023013300010,Y,2023-04-03,,,
UP2024141900187,Y,2024-05-27,,,
UP2025014100208,Y,2025-08-13,,,
UP2025022300206,Y,2025-10-06,,,
UP2023074000148,N,2023-11-24,A-Summary,,
UP2024000200192,Y,2024-08-19,,Pending Trial,
UP2025095100217,N,2026-06-06,B-Summary,,
UP2024011000104,N,2024-07-26,A-Summary,,
UP2025055700336,N,2025-11-13,A-Summary,,
UP2025120900300,N,2026-04-25,A-Summary,,
UP2023050900219,N,2024-03-28,A-Summary,,
UP2025081400264,N,2026-03-08,A-Summary,,
UP2023097100126,Y,2023-10-11,,Pending Trial,
UP2025133000451,Y,2025-10-08,,Acquitted,2026-06-30
UP2024082900160,N,2024-11-30,B-Summary,,
UP2025022200182,Y,2026-01-31,,Pending Trial,
UP2024000900112,N,2024-11-02,A-Summary,,
UP2025062200201,Y,2025-04-22,,Pending Trial,
UP2024015900175,N,2024-11-25,A-Summary,,
UP2025064700043,Y,2025-04-02,,Pending Trial,
UP2024081400216,N,2025-01-01,B-Summary,,
UP2024104800312,N,2025-05-27,A-Summary,,
UP2025112900273,N,2026-06-29,A-Summary,,
UP2024035200154,N,2025-02-08,B-Summary,,
UP2025002600148,N,2026-06-30,A-Summary,,
UP2024147600386,Y,2024-12-27,,,
UP2024114600184,N,2025-11-06,B-Summary,,
UP2025132700346,Y,2026-02-25,,Pending Trial,
UP2024069200166,Y,2024-09-19,,,
UP2023056900266,N,2023-12-19,C-Summary,,
UP2023027000114,Y,2023-09-28,,Pending Trial,
UP2023081900127,N,2023-11-05,B-Summary,,
UP2025020300320,N,2026-06-30,A-Summary,,
UP2024125500121,N,2025-09-20,C-Summary,,
UP2023006400057,N,2024-07-26,A-Summary,,
UP2025078500198,N,2026-03-23,A-Summary,,
UP2025125500124,Y,2025-06-30,,,
UP2024076100265,Y,2024-04-17,,,
UP2025010300070,Y,2025-04-12,,Pending Trial,
UP2025091400242,Y,2026-02-01,,Pending Trial,
UP2023081600166,N,2023-11-23,C-Summary,,
UP2024057000202,Y,2025-03-26,,Pending Trial,
UP2024054500249,Y,2025-01-20,,Pending Trial,
UP2023107000098,Y,2023-07-07,,Acquitted,2024-07-29
UP2025149400353,Y,2025-11-04,,Convicted,2026-06-30
UP2024140200303,Y,2024-12-05,,Pending Trial,
UP2024054400205,Y,2025-02-13,,,
UP2023117000113,N,2024-05-30,A-Summary,,
UP2024108700194,Y,2025-05-15,,Pending Trial,
UP2024127900298,N,2025-05-09,B-Summary,,
UP2024133900065,N,2024-08-22,A-Summary,,
UP2023140500168,N,2024-04-22,C-Summary,,
UP2024112400227,N,2024-08-24,B-Summary,,
UP2024081500206,Y,2025-05-18,,Convicted,2025-10-18
UP2024034900127,Y,2024-07-25,,Pending Trial,
UP2024149100354,Y,2024-11-22,,Pending Trial,
UP2025123100248,Y,2026-04-27,,Pending Trial,
UP2025123200349,N,2026-02-23,A-Summary,,
UP2023145000026,N,2024-03-22,C-Summary,,
UP2024049300215,N,2024-10-28,A-Summary,,
UP2024078500158,Y,2024-04-20,,,
UP2024073800193,Y,2024-09-16,,,
UP2024134300068,Y,2024-12-16,,,
UP2025105400056,N,2025-11-13,B-Summary,,
UP2023113800036,N,2023-05-31,B-Summary,,
UP2025054300391,N,2025-10-03,A-Summary,,
UP2025118000192,Y,2025-06-16,,Acquitted,2025-12-17
UP2025081400265,Y,2025-08-21,,,
UP2025142300168,N,2025-12-23,A-Summary,,
UP2023132500256,Y,2023-07-15,,Pending Trial,
UP2024118300088,Y,2024-06-22,,Pending Trial,
UP2025149300322,N,2026-06-30,A-Summary,,
UP2024140600194,Y,2025-02-01,,,
UP2023029600180,N,2023-07-10,C-Summary,,
UP2025085000172,Y,2025-10-12,,Pending Trial,
UP2023144300148,N,2024-06-15,A-Summary,,
UP2024057400235,N,2025-10-30,C-Summary,,
UP2025062500162,N,2026-01-25,B-Summary,,
UP2024060300213,N,2025-05-22,B-Summary,,
UP2025060000222,N,2026-05-31,A-Summary,,
UP2025090700028,Y,2025-03-22,,,
UP2025110100235,N,2026-06-30,A-Summary,,
UP2025121100319,Y,2025-08-26,,Pending Trial,
UP2023056300202,N,2024-04-06,A-Summary,,
UP2025112700163,N,2025-12-05,B-Summary,,
UP2024044900150,N,2024-12-27,C-Summary,,
UP2024081400217,Y,2024-05-19,,,
UP2025027300222,Y,2026-03-07,,Pending Trial,
UP2023143700240,Y,2023-12-24,,Convicted,2024-12-22
UP2024135400052,Y,2024-04-25,,,
UP2024113000130,N,2024-09-17,A-Summary,,
UP2025140200335,Y,2025-04-25,,,
UP2025086100045,Y,2025-02-11,,Pending Trial,
UP2025121800350,N,2025-11-05,B-Summary,,
UP2024032500112,Y,2024-07-12,,Pending Trial,
UP2023117100116,Y,2023-05-10,,Pending Trial,
UP2025002100175,N,2026-05-02,B-Summary,,
UP2025020500209,N,2026-04-23,B-Summary,,
UP2025081600272,Y,2025-05-05,,Pending Trial,
UP2023096100095,Y,2024-03-06,,,
UP2024144100259,Y,2024-08-30,,,
UP2024143700273,Y,2024-08-20,,,
UP2024109500212,N,2024-12-11,B-Summary,,
UP2024055200295,N,2024-08-20,A-Summary,,
UP2024008500034,N,2024-12-24,A-Summary,,
UP2024042600006,Y,2024-03-11,,,
UP2023050500160,Y,2023-12-22,,,
UP2025081900207,Y,2026-02-22,,Acquitted,2026-06-30
UP2025119000028,N,2026-06-30,A-Summary,,
UP2024143800310,Y,2025-01-25,,Pending Trial,
UP2024025400149,Y,2024-12-31,,,
UP2023036200109,Y,2023-07-30,,,
UP2025058700125,Y,2025-11-27,,Pending Trial,
UP2024133200199,Y,2024-03-27,,,
UP2025017500081,N,2026-06-30,B-Summary,,
UP2024149500358,N,2024-12-04,A-Summary,,
UP2024083300125,N,2024-07-09,B-Summary,,
UP2025052300107,Y,2025-10-31,,Pending Trial,
UP2025053500347,Y,2026-04-16,,Pending Trial,
UP2024052800365,Y,2025-02-03,,,
UP2023054400155,N,2023-12-02,C-Summary,,
UP2025105600107,N,2026-05-16,C-Summary,,
UP2023095100126,N,2023-07-12,A-Summary,,
UP2024076300211,N,2025-03-06,B-Summary,,
UP2025148600295,N,2026-01-30,B-Summary,,
UP2024035000142,N,2025-05-20,A-Summary,,
UP2025068700310,Y,2025-12-28,,Pending Trial,
UP2024146500047,N,2024-08-12,A-Summary,,
UP2025060500357,N,2026-06-30,A-Summary,,
UP2024020200244,N,2024-12-14,A-Summary,,
UP2024076700286,N,2024-10-31,A-Summary,,
UP2025075100054,N,2026-03-07,A-Summary,,
UP2023129000051,N,2023-07-31,B-Summary,,
UP2024148300256,Y,2025-02-10,,Convicted,2026-03-29
UP2024096100118,N,2024-10-16,C-Summary,,
UP2024002900182,N,2025-01-27,B-Summary,,
UP2025053400395,N,2026-03-16,C-Summary,,
UP2024095100155,N,2026-01-25,B-Summary,,
UP2024044700167,N,2024-09-15,A-Summary,,
UP2025085600155,N,2026-04-28,B-Summary,,
UP2024052600321,Y,2024-08-05,,Pending Trial,
UP2023110800113,N,2023-08-28,C-Summary,,
UP2024082000156,N,2024-09-11,C-Summary,,
UP2024081800213,Y,2025-05-10,,,
UP2024147700296,N,2025-08-21,A-Summary,,
UP2023052600265,N,2023-12-09,C-Summary,,
UP2024045100111,Y,2025-01-26,,,
UP2025141300117,N,2025-06-22,C-Summary,,
UP2025147300500,N,2026-06-30,A-Summary,,
UP2024095400161,Y,2025-02-09,,,
UP2024122400173,N,2025-08-23,A-Summary,,
UP2024099600117,N,2024-11-15,B-Summary,,
UP2023149300226,Y,2023-08-14,,Pending Trial,
UP2023026100099,Y,2023-08-29,,Pending Trial,
UP2024017100057,N,2024-08-11,C-Summary,,
UP2024120500158,N,2025-03-24,B-Summary,,
UP2024092500049,N,2025-05-23,A-Summary,,
UP2025146100179,Y,2026-03-02,,Pending Trial,
UP2025003900228,N,2026-02-07,C-Summary,,
UP2025059800340,Y,2025-06-27,,,
UP2024027700060,Y,2024-10-14,,,
UP2024098300156,N,2024-08-24,A-Summary,,
UP2023079300028,Y,2023-12-30,,Pending Trial,
UP2023017600056,N,2024-09-15,A-Summary,,
UP2023081600167,N,2024-04-20,A-Summary,,
UP2025027600220,Y,2025-09-03,,,
UP2024069500326,Y,2024-11-09,,Pending Trial,
UP2023062700134,N,2024-10-13,A-Summary,,
UP2024001700145,Y,2024-09-10,,,
UP2025125000034,N,2026-06-30,A-Summary,,
UP2024017400060,Y,2024-07-18,,,
UP2023050500161,Y,2024-01-20,,,
UP2025114500278,Y,2025-10-12,,Convicted,2026-06-30
UP2024056600272,N,2025-06-27,B-Summary,,
UP2023120900182,Y,2024-02-18,,Pending Trial,
UP2023053000291,Y,2024-02-08,,,
UP2025054700394,N,2025-03-05,C-Summary,,
UP2024103400038,Y,2024-01-29,,,
UP2023062500106,N,2023-12-28,B-Summary,,
UP2024143700274,N,2025-08-28,A-Summary,,
UP2024142200169,Y,2024-06-11,,Pending Trial,
UP2025053400396,N,2026-06-30,A-Summary,,
UP2023114800188,N,2024-01-30,B-Summary,,
UP2023076900186,N,2023-11-06,A-Summary,,
UP2024111400165,N,2025-02-09,A-Summary,,
UP2025017700066,Y,2026-02-08,,Pending Trial,
UP2025117000177,N,2026-06-30,C-Summary,,
UP2025000100172,N,2026-01-22,B-Summary,,
UP2024061300067,N,2024-10-12,C-Summary,,
UP2024139800313,Y,2024-09-18,,,
UP2023001200126,Y,2023-12-17,,,
UP2025003700203,N,2026-03-13,A-Summary,,
UP2023015000020,Y,2024-01-01,,Pending Trial,
UP2024037400039,Y,2024-09-07,,Pending Trial,
UP2024143800311,Y,2024-05-01,,,
UP2024148100297,Y,2025-05-17,,Pending Trial,
UP2024058700112,Y,2024-11-12,,Pending Trial,
UP2023135000046,N,2023-09-22,B-Summary,,
UP2025133400391,Y,2025-04-17,,,
UP2024083200151,N,2025-06-25,C-Summary,,
UP2023044600105,N,2023-07-16,C-Summary,,
UP2024014400171,N,2024-12-08,B-Summary,,
UP2023133300225,Y,2024-03-19,,,
UP2025100100143,Y,2025-08-27,,,
UP2024083400166,N,2025-01-27,C-Summary,,
UP2023148300184,Y,2024-01-10,,,
UP2024109400227,N,2024-08-29,A-Summary,,
UP2023132800240,Y,2024-02-06,,,
UP2025115700057,N,2026-05-09,A-Summary,,
UP2025144400172,Y,2025-05-24,,Pending Trial,
UP2024068400008,N,2024-12-07,A-Summary,,
UP2024075000058,N,2024-10-22,A-Summary,,
UP2023074800166,Y,2023-05-12,,,
UP2025140100351,N,2026-03-24,A-Summary,,
UP2025147500296,Y,2026-01-26,,,
UP2025074800246,N,2026-01-20,A-Summary,,
UP2025144500261,N,2025-08-07,B-Summary,,
UP2023123700084,N,2023-04-11,C-Summary,,
UP2025061900068,N,2026-06-30,C-Summary,,
UP2023010200089,Y,2023-06-03,,,
UP2025145100080,Y,2025-10-08,,,
UP2024003600124,N,2025-01-15,B-Summary,,
UP2025046100148,N,2025-08-10,B-Summary,,
UP2024000100144,N,2024-11-19,A-Summary,,
UP2024045800186,N,2024-10-16,C-Summary,,
UP2025016100203,Y,2026-02-14,,,
UP2024082600183,Y,2024-05-20,,Pending Trial,
UP2024058600083,Y,2025-01-12,,,
UP2025069100285,Y,2025-11-20,,,
UP2024133000348,N,2024-04-03,B-Summary,,
UP2025062900240,N,2025-09-05,C-Summary,,
UP2025148500460,N,2026-05-11,A-Summary,,
UP2025105200368,N,2025-12-16,A-Summary,,
UP2023143500184,N,2023-11-30,A-Summary,,
UP2024022400153,Y,2024-06-30,,Pending Trial,
UP2024149300311,N,2025-07-26,B-Summary,,
UP2025122800265,N,2025-12-26,A-Summary,,
UP2024022100109,N,2024-11-29,C-Summary,,
UP2024048800051,Y,2025-01-13,,,
UP2025006500152,Y,2025-09-25,,,
UP2025094500223,Y,2025-08-29,,Acquitted,2026-06-21
UP2025044800193,N,2026-03-03,A-Summary,,
UP2024005000235,Y,2024-04-30,,,
UP2023069000277,N,2024-09-11,C-Summary,,
UP2023148700261,N,2023-10-06,A-Summary,,
UP2024108800191,N,2025-06-19,A-Summary,,
UP2025123000194,Y,2025-10-05,,,
UP2024149400335,N,2025-01-07,B-Summary,,
UP2025123100249,Y,2025-09-24,,Pending Trial,
UP2023084400187,Y,2024-02-01,,Pending Trial,
UP2024052900240,Y,2024-11-29,,,
UP2025113000158,Y,2025-10-18,,,
UP2024084800170,Y,2024-12-28,,,
UP2024110800166,Y,2024-05-06,,Pending Trial,
UP2023051400061,N,2023-09-26,A-Summary,,
UP2025147600460,Y,2026-03-16,,,
UP2024147300435,N,2025-02-26,A-Summary,,
UP2023123700085,N,2024-05-11,C-Summary,,
UP2025139700341,N,2026-06-30,A-Summary,,
UP2025132400215,N,2025-08-22,A-Summary,,
UP2025148200471,N,2026-06-30,B-Summary,,
UP2025024100035,Y,2025-09-27,,Pending Trial,
UP2025055200374,N,2026-05-10,A-Summary,,
UP2024107500047,Y,2024-12-19,,,
UP2024060800283,Y,2024-11-04,,Convicted,2026-06-01
UP2023104900191,Y,2023-08-14,,Pending Trial,
UP2023073700184,Y,2023-06-17,,Pending Trial,
UP2024003800115,N,2025-03-13,A-Summary,,
UP2024114500227,N,2025-09-27,C-Summary,,
UP2023133200132,N,2023-10-26,B-Summary,,
UP2023017100031,N,2023-03-23,C-Summary,,
UP2024019800211,Y,2024-07-04,,Pending Trial,
UP2023103000041,Y,2023-06-01,,Pending Trial,
UP2023138600043,Y,2023-08-06,,Pending Trial,
UP2023097400126,N,2024-08-05,C-Summary,,
UP2023005200197,Y,2023-07-02,,,
UP2025054100405,N,2026-06-22,B-Summary,,
UP2024057200303,N,2025-08-07,B-Summary,,
UP2024016000281,N,2025-09-23,A-Summary,,
UP2023002500165,N,2024-05-22,C-Summary,,
UP2023095300128,Y,2023-08-09,,,
UP2024076900221,Y,2025-04-27,,,
UP2024092300038,Y,2024-07-21,,,
UP2024035700035,Y,2024-11-10,,Convicted,2026-02-14
UP2023119900139,N,2023-08-11,B-Summary,,
UP2025126500049,Y,2025-06-19,,,
UP2025084200251,Y,2025-05-19,,Pending Trial,
UP2024042300016,Y,2024-04-21,,,
UP2025043300208,Y,2025-03-27,,Pending Trial,
UP2024058900019,Y,2024-12-09,,Pending Trial,
UP2025098000230,Y,2025-09-24,,Pending Trial,
UP2024069300193,Y,2024-11-02,,Pending Trial,
UP2025016000354,N,2025-11-29,A-Summary,,
UP2023053300196,N,2023-08-03,B-Summary,,
UP2023133300226,N,2024-11-05,B-Summary,,
UP2025100000155,Y,2026-03-02,,Pending Trial,
UP2023031300085,Y,2024-03-30,,Acquitted,2025-03-07
UP2023094900120,N,2024-06-25,A-Summary,,
UP2023069100210,N,2023-06-09,B-Summary,,
UP2024075600089,Y,2024-10-10,,Pending Trial,
UP2023021900115,Y,2023-10-20,,,
UP2025144200354,N,2025-09-23,B-Summary,,
UP2025050400281,N,2025-12-05,C-Summary,,
UP2024056300309,Y,2024-09-28,,Discharged,2025-09-17
UP2024084100217,N,2025-04-02,B-Summary,,
UP2023076900187,N,2024-10-01,C-Summary,,
UP2025037800191,Y,2025-06-23,,,
UP2023049500103,Y,2023-11-01,,,
UP2023110600213,N,2023-07-31,C-Summary,,
UP2025076200233,N,2025-04-12,A-Summary,,
UP2025018000039,Y,2025-12-04,,Pending Trial,
UP2024024100037,N,2025-06-12,B-Summary,,
UP2024016200244,Y,2025-01-01,,Convicted,2026-04-20
UP2025149300323,N,2025-09-18,A-Summary,,
UP2025148900345,Y,2025-07-31,,,
UP2025132500394,Y,2025-08-09,,,
UP2025056400241,Y,2026-02-10,,Convicted,2026-06-12
UP2025108500286,Y,2025-12-24,,,
UP2025117600035,N,2025-12-21,A-Summary,,
UP2025115400260,Y,2025-11-23,,,
UP2024004800182,N,2025-07-13,B-Summary,,
UP2023112400185,Y,2023-05-12,,,
UP2025055800313,Y,2026-06-30,,,
UP2024127300249,Y,2025-03-20,,,
UP2025031100201,Y,2025-06-10,,,
UP2025051300312,N,2026-01-23,B-Summary,,
UP2024062100213,Y,2024-10-28,,Pending Trial,
UP2024032500113,N,2025-02-12,C-Summary,,
UP2024004700228,N,2025-08-07,C-Summary,,
UP2024077000234,N,2025-01-17,A-Summary,,
UP2024128000332,Y,2025-02-05,,Pending Trial,
UP2023078800125,N,2024-05-03,C-Summary,,
UP2023095400107,Y,2023-12-31,,,
UP2024098500131,N,2025-03-27,B-Summary,,
UP2023123200224,N,2023-12-16,B-Summary,,
UP2024031400143,N,2024-09-30,B-Summary,,
UP2025109300317,Y,2025-08-19,,Pending Trial,
UP2023079200025,Y,2023-10-09,,,
UP2024091500165,Y,2024-07-02,,Pending Trial,
UP2025071900015,N,2026-03-05,A-Summary,,
UP2025048000244,N,2025-10-29,A-Summary,,
UP2025076700329,Y,2025-06-08,,Pending Trial,
UP2023001200127,N,2023-06-15,A-Summary,,
UP2025120600246,Y,2026-05-13,,,
UP2023091600118,Y,2024-01-25,,,
UP2023055900150,Y,2024-04-07,,,
UP2023127200227,N,2023-11-27,B-Summary,,
UP2024019500281,N,2025-03-27,A-Summary,,
UP2025043200139,N,2025-09-13,C-Summary,,
UP2025012400031,Y,2025-02-19,,Convicted,2025-10-11
UP2025001000209,Y,2025-11-04,,,
UP2025133400393,N,2026-06-30,A-Summary,,
UP2025074600300,Y,2026-03-31,,,
UP2025108100266,Y,2025-10-30,,Pending Trial,
UP2025009000075,N,2026-02-23,B-Summary,,
UP2024007100136,Y,2024-06-26,,Pending Trial,
UP2024110000245,N,2024-05-11,A-Summary,,
UP2025082400139,N,2026-06-30,C-Summary,,
UP2025085500247,Y,2025-09-22,,,
UP2025000700168,N,2026-06-07,B-Summary,,
UP2024132700303,Y,2024-10-11,,Acquitted,2026-02-06
UP2023020500119,N,2024-01-13,C-Summary,,
UP2023149500292,N,2024-05-14,C-Summary,,
UP2024019500282,N,2025-03-20,A-Summary,,
UP2025069000462,N,2025-08-23,A-Summary,,
UP2025032100043,N,2026-06-30,B-Summary,,
UP2024115200211,N,2024-07-23,A-Summary,,
UP2025143700354,Y,2025-06-21,,,
UP2023049900033,N,2024-01-02,A-Summary,,
UP2023142600080,Y,2023-05-31,,,
UP2024145800214,N,2026-01-19,A-Summary,,
UP2023054800235,Y,2024-03-10,,Pending Trial,
UP2025008500048,Y,2025-10-28,,Pending Trial,
UP2025083300173,N,2025-11-06,A-Summary,,
UP2024085900037,N,2025-09-01,A-Summary,,
UP2025057300276,Y,2025-12-15,,,
UP2023035100083,Y,2024-01-12,,,
UP2023085000105,N,2024-03-04,A-Summary,,
UP2023062900195,Y,2023-11-17,,,
UP2024126000149,Y,2025-01-15,,Pending Trial,
UP2024109700151,Y,2024-10-24,,Pending Trial,
UP2024124400100,Y,2024-05-25,,Pending Trial,
UP2023082000122,N,2024-05-06,A-Summary,,
UP2025039200054,Y,2025-07-29,,,
UP2024127300250,N,2024-11-16,C-Summary,,
UP2023076700221,Y,2024-01-30,,Pending Trial,
UP2024046500177,Y,2024-10-12,,,
UP2025027300223,Y,2025-08-21,,Pending Trial,
UP2023120100169,Y,2023-11-13,,Discharged,2024-09-25
UP2025056300354,Y,2026-02-06,,,
UP2024112800241,N,2024-04-13,A-Summary,,
UP2025112700164,N,2026-06-30,C-Summary,,
UP2023148900219,N,2024-03-01,C-Summary,,
UP2024129100061,Y,2025-02-02,,,
UP2025148900346,N,2026-01-03,B-Summary,,
UP2025050900400,Y,2025-11-28,,,
UP2023094600119,N,2024-01-07,C-Summary,,
UP2025031300154,Y,2025-09-21,,,
UP2024076200202,Y,2025-04-23,,,
UP2025054300392,Y,2025-07-08,,,
UP2023107800124,Y,2024-02-29,,,
UP2025127500313,Y,2026-03-11,,,
UP2025125500125,N,2026-01-12,B-Summary,,
UP2024146000158,N,2024-08-04,C-Summary,,
UP2023036200110,Y,2023-07-07,,Pending Trial,
UP2024031200195,Y,2024-06-16,,Discharged,2025-02-20
UP2024029500124,N,2025-02-08,A-Summary,,
UP2024043100104,N,2025-04-13,B-Summary,,
UP2025012300040,Y,2025-08-02,,Pending Trial,
UP2024127300251,N,2025-02-05,B-Summary,,
UP2023105200234,N,2024-07-29,B-Summary,,
UP2025146000211,N,2026-06-30,A-Summary,,
UP2024078500159,N,2024-04-30,C-Summary,,
UP2025116300069,N,2025-12-27,A-Summary,,
UP2025112600184,N,2025-11-05,A-Summary,,
UP2024004900187,Y,2025-02-25,,,
UP2025137300006,Y,2025-07-22,,,
UP2023076400116,Y,2023-11-20,,,
UP2025132800420,Y,2026-01-22,,,
UP2023121000183,N,2024-04-10,C-Summary,,
UP2024146200118,Y,2024-09-28,,Pending Trial,
UP2024118700179,N,2025-05-16,C-Summary,,
UP2025053700319,Y,2025-08-14,,Pending Trial,
UP2023106700122,N,2024-03-16,C-Summary,,
UP2024060800284,N,2025-03-13,C-Summary,,
UP2025029700199,N,2025-11-09,B-Summary,,
UP2023126200080,Y,2023-08-16,,Pending Trial,
UP2025096700203,N,2026-06-30,C-Summary,,
UP2024098200167,N,2024-06-29,C-Summary,,
UP2023146600029,Y,2023-06-27,,,
UP2023028500140,N,2024-02-17,A-Summary,,
UP2024122900302,Y,2025-02-11,,,
UP2024118500110,N,2025-06-13,A-Summary,,
UP2025004700308,Y,2025-07-16,,,
UP2023094600120,N,2024-12-28,A-Summary,,
UP2023128100124,Y,2024-02-22,,,
UP2025149000357,Y,2026-02-01,,Pending Trial,
UP2025148400435,N,2025-07-07,A-Summary,,
UP2023065100026,Y,2024-01-02,,Pending Trial,
UP2024076100266,Y,2025-01-29,,,
UP2024054600309,Y,2025-03-16,,Convicted,2025-08-22
UP2023093000041,N,2024-10-22,C-Summary,,
UP2023100900032,Y,2024-02-28,,Acquitted,2025-09-04
UP2024029900060,Y,2025-01-05,,Pending Trial,
UP2025128100191,N,2026-06-01,A-Summary,,
UP2023141000037,Y,2023-09-24,,Acquitted,2024-12-01
UP2023148000285,Y,2024-04-13,,Pending Trial,
UP2023041400042,N,2024-01-19,B-Summary,,
UP2023052900158,Y,2024-02-06,,,
UP2025118200192,Y,2025-07-26,,Pending Trial,
UP2025053700320,N,2026-06-30,B-Summary,,
UP2024004700229,Y,2024-07-25,,Convicted,2024-12-20
UP2023009000043,Y,2023-08-14,,Pending Trial,
UP2025079500044,N,2026-05-27,C-Summary,,
UP2023109800126,N,2024-04-04,A-Summary,,
UP2025109000283,N,2026-04-04,B-Summary,,
UP2024052800366,N,2025-01-29,B-Summary,,
UP2024127200295,Y,2024-07-19,,Pending Trial,
UP2025127300258,Y,2025-07-22,,,
UP2024082900161,N,2025-10-16,A-Summary,,
UP2023139800204,N,2023-12-25,B-Summary,,
UP2025029700200,Y,2025-08-31,,Pending Trial,
UP2024002600123,N,2025-03-06,A-Summary,,
UP2023111300098,Y,2023-10-02,,,
UP2023036800104,Y,2023-05-02,,Acquitted,2024-10-19
UP2023004400146,Y,2024-01-18,,Acquitted,2024-12-22
UP2024023600040,Y,2024-04-20,,,
UP2023140300182,N,2024-10-13,C-Summary,,
UP2024051100352,N,2025-04-22,A-Summary,,
UP2023110900108,N,2024-02-15,B-Summary,,
